fSalesPrimaryKey,ProductID,SalesRepID,Location,Date,Units,PercentOfStandardCost,RevenueDiscount
36943,10,7,Germany;Frankfurt,1.10.2017,60,0.99,0.35
37346,5,2,Denmark;Copenhagen,15.11.2017,106,0.995,0.5
37347,1,2,Denmark;Copenhagen,28.6.2017,26,0.979,0.25
37348,3,1,Czech republic;Prague,18.7.2017,171,0.98,0.55
37349,2,1,Czech republic;Prague,31.8.2017,29,0.985,0.25
37350,10,3,Czech republic;Ostrava,23.11.2017,38,0.996,0.25
37351,1,7,Germany;Frankfurt,2.2.2017,77,0.961,0.4
37352,11,4,Germany;Frankfurt,19.3.2017,93,0.97,0.4
37353,3,3,Czech republic;Brno,3.10.2017,102,0.989,0.5
37354,11,3,Czech republic;Ostrava,19.2.2017,68,0.968,0.35
37355,3,2,Denmark;Copenhagen,14.3.2017,171,0.964,0.55
37356,4,6,Germany;Dresden,22.6.2017,80,0.98,0.4
37357,8,3,Czech republic;Ostrava,31.12.2017,104,0.999,0.5
37358,6,6,Germany;Dresden,10.8.2017,49,0.986,0.25
37359,9,6,Germany;Dresden,21.1.2017,25,0.964,0.25
37360,2,2,Denmark;Copenhagen,7.8.2017,82,0.986,0.4
37361,1,2,Denmark;Copenhagen,17.9.2017,77,0.987,0.4
37362,3,5,Germany;Berlin,3.8.2017,35,0.984,0.25
37363,5,1,Czech republic;Prague,20.8.2017,4,0.984,0
37364,10,5,Germany;Berlin,7.2.2017,82,0.963,0.4
37365,2,3,Czech republic;Brno,8.6.2017,92,0.978,0.4
37366,11,5,Germany;Berlin,2.2.2017,88,0.961,0.4
37367,2,7,Germany;Frankfurt,21.7.2017,49,0.98,0.25
37368,3,5,Germany;Berlin,11.5.2017,63,0.977,0.35
37369,6,4,Germany;Frankfurt,2.12.2017,35,0.997,0.25
37370,9,2,Denmark;Copenhagen,15.12.2017,68,0.998,0.35
37371,10,6,Germany;Dresden,8.12.2017,29,0.997,0.25
37372,1,1,Czech republic;Prague,24.10.2017,68,0.993,0.35
37373,1,1,Czech republic;Prague,5.3.2017,28,0.962,0.25
37374,9,5,Germany;Berlin,24.2.2017,176,0.971,0.6
37375,3,5,Germany;Berlin,4.1.2017,41,0.955,0.25
37376,5,3,Czech republic;Brno,3.4.2017,130,0.974,0.5
37377,3,6,Germany;Dresden,19.5.2017,44,0.976,0.25
37378,7,7,Germany;Frankfurt,2.8.2017,28,0.985,0.25
37379,3,1,Czech republic;Prague,20.5.2017,86,0.976,0.4
37380,1,5,Germany;Berlin,14.6.2017,187,0.98,0.6
37381,3,3,Czech republic;Brno,3.10.2017,40,0.989,0.25
37382,11,6,Germany;Dresden,30.5.2017,37,0.975,0.25
37383,6,6,Germany;Dresden,1.4.2017,9,0.971,0
37384,3,5,Germany;Berlin,13.7.2017,157,0.979,0.55
37385,8,1,Czech republic;Prague,30.7.2017,190,0.984,0.6
37386,2,7,Germany;Frankfurt,6.5.2017,114,0.976,0.5
37387,5,1,Czech republic;Prague,23.6.2017,91,0.978,0.4
37388,2,7,Germany;Frankfurt,22.10.2017,197,0.992,0.6
37389,10,1,Czech republic;Prague,4.8.2017,88,0.983,0.4
37390,2,5,Germany;Berlin,2.5.2017,43,0.969,0.25
37391,10,4,Germany;Frankfurt,7.6.2017,47,0.977,0.25
37392,5,5,Germany;Berlin,3.2.2017,87,0.963,0.4
37393,4,1,Czech republic;Prague,4.9.2017,92,0.989,0.4
37394,5,4,Germany;Frankfurt,17.5.2017,184,0.972,0.6
37395,3,1,Czech republic;Prague,20.3.2017,44,0.968,0.25
37396,11,3,Czech republic;Ostrava,27.3.2017,138,0.97,0.5
37397,8,2,Denmark;Copenhagen,27.1.2017,116,0.966,0.5
37398,6,6,Germany;Dresden,26.9.2017,54,0.989,0.35
37399,4,5,Germany;Berlin,30.1.2017,113,0.966,0.5
37400,11,4,Germany;Frankfurt,11.6.2017,31,0.979,0.25
37401,5,2,Denmark;Copenhagen,13.1.2017,75,0.955,0.4
37402,4,7,Germany;Frankfurt,1.6.2017,60,0.974,0.35
37403,1,4,Germany;Frankfurt,2.9.2017,93,0.986,0.4
37404,9,6,Germany;Dresden,29.9.2017,169,0.989,0.55
37405,5,5,Germany;Berlin,12.12.2017,90,0.998,0.4
37406,9,1,Czech republic;Prague,30.7.2017,9,0.984,0
37407,11,5,Germany;Berlin,14.8.2017,152,0.985,0.55
37408,1,3,Czech republic;Brno,15.1.2017,46,0.964,0.25
37409,11,7,Germany;Frankfurt,8.10.2017,40,0.991,0.25
37410,2,5,Germany;Berlin,14.11.2017,73,0.994,0.35
37411,9,7,Germany;Frankfurt,13.2.2017,66,0.965,0.35
37412,3,4,Germany;Frankfurt,10.4.2017,40,0.975,0.25
37413,7,7,Germany;Frankfurt,29.12.2017,48,0.999,0.25
37414,8,3,Czech republic;Ostrava,14.11.2017,71,0.994,0.35
37415,9,5,Germany;Berlin,6.11.2017,64,0.994,0.35
37416,9,6,Germany;Dresden,12.9.2017,31,0.987,0.25
37417,3,5,Germany;Berlin,20.7.2017,84,0.984,0.4
37418,11,5,Germany;Berlin,23.1.2017,151,0.96,0.55
37419,3,5,Germany;Berlin,18.11.2017,134,0.994,0.5
37420,7,2,Denmark;Copenhagen,28.1.2017,61,0.967,0.35
37421,10,7,Germany;Frankfurt,7.4.2017,75,0.971,0.4
37422,5,4,Germany;Frankfurt,2.3.2017,38,0.968,0.25
37423,9,7,Germany;Frankfurt,1.6.2017,38,0.974,0.25
37424,4,3,Czech republic;Brno,8.11.2017,50,0.993,0.35
37425,6,7,Germany;Frankfurt,31.12.2017,157,0.999,0.55
37426,11,2,Denmark;Copenhagen,13.3.2017,70,0.972,0.35
37427,10,2,Denmark;Copenhagen,15.5.2017,121,0.971,0.5
37428,10,5,Germany;Berlin,24.8.2017,74,0.987,0.35
37429,8,7,Germany;Frankfurt,2.6.2017,43,0.974,0.25
37430,10,6,Germany;Dresden,29.3.2017,44,0.97,0.25
37431,8,7,Germany;Frankfurt,4.8.2017,53,0.983,0.35
37432,6,6,Germany;Dresden,7.7.2017,92,0.984,0.4
37433,6,4,Germany;Frankfurt,23.10.2017,30,0.993,0.25
37434,8,3,Czech republic;Ostrava,8.12.2017,159,0.997,0.55
37435,9,4,Germany;Frankfurt,5.11.2017,50,0.994,0.35
37436,10,2,Denmark;Copenhagen,17.12.2017,75,0.998,0.4
37437,3,1,Czech republic;Prague,13.2.2017,146,0.965,0.5
37438,11,6,Germany;Dresden,25.10.2017,134,0.991,0.5
37439,7,3,Czech republic;Ostrava,12.6.2017,66,0.981,0.35
37440,7,6,Germany;Dresden,12.3.2017,90,0.969,0.4
37441,9,3,Czech republic;Ostrava,11.4.2017,70,0.968,0.35
37442,3,2,Denmark;Copenhagen,10.12.2017,134,0.997,0.5
37443,4,7,Germany;Frankfurt,12.11.2017,71,0.995,0.35
37444,1,6,Germany;Dresden,8.10.2017,179,0.991,0.6
37445,5,5,Germany;Berlin,9.4.2017,36,0.974,0.25
37446,9,4,Germany;Frankfurt,25.3.2017,55,0.966,0.35
37447,8,1,Czech republic;Prague,24.9.2017,45,0.99,0.25
37448,4,2,Denmark;Copenhagen,11.2.2017,45,0.96,0.25
37449,6,3,Czech republic;Brno,20.3.2017,21,0.968,0.2
37450,7,5,Germany;Berlin,6.5.2017,39,0.976,0.25
37451,4,4,Germany;Frankfurt,27.8.2017,137,0.986,0.5
37452,2,3,Czech republic;Brno,18.5.2017,41,0.977,0.25
37453,7,2,Denmark;Copenhagen,27.7.2017,79,0.982,0.4
37454,10,4,Germany;Frankfurt,4.12.2017,79,0.997,0.4
37455,11,5,Germany;Berlin,23.3.2017,91,0.964,0.4
37456,4,4,Germany;Frankfurt,7.5.2017,32,0.977,0.25
37457,3,3,Czech republic;Brno,10.9.2017,41,0.988,0.25
37458,4,5,Germany;Berlin,15.1.2017,50,0.964,0.35
37459,8,5,Germany;Berlin,7.1.2017,33,0.961,0.25
37460,1,4,Germany;Frankfurt,18.12.2017,40,0.998,0.25
37461,6,4,Germany;Frankfurt,24.11.2017,67,0.996,0.35
37462,3,4,Germany;Frankfurt,9.7.2017,70,0.981,0.35
37463,7,4,Germany;Frankfurt,18.10.2017,31,0.991,0.25
37464,11,2,Denmark;Copenhagen,12.9.2017,35,0.987,0.25
37465,7,7,Germany;Frankfurt,7.9.2017,36,0.986,0.25
37466,2,7,Germany;Frankfurt,3.11.2017,85,0.994,0.4
37467,5,1,Czech republic;Prague,29.9.2017,46,0.989,0.25
37468,1,2,Denmark;Copenhagen,20.1.2017,42,0.957,0.25
37469,8,4,Germany;Frankfurt,11.11.2017,28,0.993,0.25
37470,6,7,Germany;Frankfurt,4.5.2017,53,0.973,0.35
37471,7,7,Germany;Frankfurt,9.4.2017,79,0.974,0.4
37472,6,6,Germany;Dresden,24.10.2017,43,0.993,0.25
37473,5,1,Czech republic;Prague,5.9.2017,162,0.988,0.55
37474,4,6,Germany;Dresden,21.11.2017,156,0.995,0.55
37475,10,6,Germany;Dresden,23.6.2017,84,0.978,0.4
37476,3,5,Germany;Berlin,22.5.2017,31,0.975,0.25
37477,8,1,Czech republic;Prague,10.8.2017,41,0.986,0.25
37478,6,1,Czech republic;Prague,7.10.2017,166,0.991,0.55
37479,11,5,Germany;Berlin,22.6.2017,84,0.98,0.4
37480,10,4,Germany;Frankfurt,27.5.2017,54,0.975,0.35
37481,7,1,Czech republic;Prague,18.5.2017,75,0.977,0.4
37482,4,1,Czech republic;Prague,25.7.2017,67,0.981,0.35
37483,2,1,Czech republic;Prague,24.2.2017,41,0.971,0.25
37484,4,4,Germany;Frankfurt,31.5.2017,31,0.974,0.25
37485,4,5,Germany;Berlin,26.10.2017,85,0.993,0.4
37486,4,3,Czech republic;Brno,8.11.2017,91,0.993,0.4
37487,10,3,Czech republic;Ostrava,24.12.2017,79,0.999,0.4
37488,6,4,Germany;Frankfurt,29.5.2017,186,0.974,0.6
37489,7,1,Czech republic;Prague,30.4.2017,38,0.974,0.25
37490,3,2,Denmark;Copenhagen,30.12.2017,36,0.999,0.25
37491,9,7,Germany;Frankfurt,25.12.2017,36,0.999,0.25
37492,1,7,Germany;Frankfurt,12.4.2017,8,0.971,0
37493,3,7,Germany;Frankfurt,17.10.2017,49,0.991,0.25
37494,2,3,Czech republic;Brno,1.5.2017,108,0.971,0.5
37495,4,5,Germany;Berlin,19.10.2017,67,0.992,0.35
37496,4,2,Denmark;Copenhagen,12.3.2017,72,0.969,0.35
37497,5,1,Czech republic;Prague,26.8.2017,44,0.984,0.25
37498,1,5,Germany;Berlin,4.1.2017,92,0.955,0.4
37499,9,2,Denmark;Copenhagen,21.3.2017,89,0.973,0.4
37500,2,2,Denmark;Copenhagen,4.3.2017,20,0.964,0.2
37501,8,3,Czech republic;Ostrava,17.2.2017,191,0.965,0.6
37502,7,1,Czech republic;Prague,4.9.2017,30,0.989,0.25
37503,3,7,Germany;Frankfurt,19.5.2017,73,0.976,0.35
37504,7,3,Czech republic;Ostrava,2.11.2017,28,0.994,0.25
37505,3,6,Germany;Dresden,3.5.2017,103,0.972,0.5
37506,2,3,Czech republic;Brno,28.12.2017,145,0.999,0.5
37507,6,6,Germany;Dresden,8.7.2017,73,0.982,0.35
37508,8,1,Czech republic;Prague,13.5.2017,30,0.978,0.25
37509,9,5,Germany;Berlin,12.8.2017,31,0.983,0.25
37510,3,3,Czech republic;Brno,15.4.2017,49,0.974,0.25
37511,7,4,Germany;Frankfurt,7.6.2017,27,0.977,0.25
37512,1,2,Denmark;Copenhagen,18.12.2017,73,0.998,0.35
37513,11,4,Germany;Frankfurt,21.12.2017,9,0.998,0
37514,11,2,Denmark;Copenhagen,9.2.2017,27,0.96,0.25
37515,8,6,Germany;Dresden,5.1.2017,76,0.958,0.4
37516,5,4,Germany;Frankfurt,9.3.2017,63,0.968,0.35
37517,6,1,Czech republic;Prague,16.7.2017,28,0.982,0.25
37518,10,5,Germany;Berlin,24.1.2017,40,0.962,0.25
37519,2,7,Germany;Frankfurt,30.4.2017,80,0.974,0.4
37520,5,6,Germany;Dresden,24.2.2017,31,0.971,0.25
37521,2,3,Czech republic;Brno,12.12.2017,90,0.998,0.4
37522,10,4,Germany;Frankfurt,11.1.2017,80,0.967,0.4
37523,5,1,Czech republic;Prague,18.6.2017,69,0.98,0.35
37524,6,2,Denmark;Copenhagen,8.10.2017,25,0.991,0.25
37525,4,2,Denmark;Copenhagen,4.1.2017,62,0.955,0.35
37526,7,4,Germany;Frankfurt,6.8.2017,37,0.982,0.25
37527,9,5,Germany;Berlin,24.2.2017,48,0.971,0.25
37528,9,6,Germany;Dresden,5.10.2017,37,0.989,0.25
37529,10,4,Germany;Frankfurt,9.5.2017,42,0.973,0.25
37530,5,1,Czech republic;Prague,29.10.2017,31,0.993,0.25
37531,9,5,Germany;Berlin,1.8.2017,169,0.984,0.55
37532,11,4,Germany;Frankfurt,28.6.2017,40,0.979,0.25
37533,8,2,Denmark;Copenhagen,10.3.2017,45,0.964,0.25
37534,2,7,Germany;Frankfurt,12.2.2017,186,0.962,0.6
37535,2,3,Czech republic;Brno,5.5.2017,48,0.974,0.25
37536,2,3,Czech republic;Brno,28.2.2017,70,0.97,0.35
37537,1,6,Germany;Dresden,19.7.2017,33,0.984,0.25
37538,1,4,Germany;Frankfurt,4.5.2017,47,0.973,0.25
37539,7,2,Denmark;Copenhagen,6.4.2017,179,0.969,0.6
37540,6,2,Denmark;Copenhagen,1.5.2017,100,0.971,0.5
37541,2,3,Czech republic;Brno,5.5.2017,119,0.974,0.5
37542,2,1,Czech republic;Prague,10.5.2017,33,0.976,0.25
37543,2,6,Germany;Dresden,27.1.2017,43,0.966,0.25
37544,10,7,Germany;Frankfurt,15.11.2017,124,0.995,0.5
37545,7,5,Germany;Berlin,22.2.2017,83,0.96,0.4
37546,11,1,Czech republic;Prague,30.5.2017,44,0.975,0.25
37547,6,5,Germany;Berlin,10.10.2017,81,0.989,0.4
37548,6,5,Germany;Berlin,1.6.2017,38,0.974,0.25
37549,6,1,Czech republic;Prague,29.11.2017,138,0.996,0.5
37550,5,3,Czech republic;Brno,3.3.2017,122,0.972,0.5
37551,1,2,Denmark;Copenhagen,20.8.2017,117,0.984,0.5
37552,9,4,Germany;Frankfurt,23.2.2017,74,0.965,0.35
37553,6,1,Czech republic;Prague,23.7.2017,84,0.983,0.4
37554,2,6,Germany;Dresden,4.8.2017,28,0.983,0.25
37555,7,3,Czech republic;Ostrava,9.5.2017,91,0.973,0.4
37556,4,6,Germany;Dresden,10.4.2017,62,0.975,0.35
37557,1,3,Czech republic;Brno,17.6.2017,50,0.981,0.35
37558,6,5,Germany;Berlin,11.11.2017,113,0.993,0.5
37559,2,2,Denmark;Copenhagen,15.10.2017,99,0.992,0.4
37560,1,5,Germany;Berlin,11.10.2017,95,0.99,0.4
37561,11,3,Czech republic;Ostrava,3.12.2017,74,0.997,0.35
37562,5,2,Denmark;Copenhagen,15.1.2017,43,0.964,0.25
37563,10,6,Germany;Dresden,12.6.2017,46,0.981,0.25
37564,10,3,Czech republic;Ostrava,3.4.2017,38,0.974,0.25
37565,6,2,Denmark;Copenhagen,5.4.2017,104,0.968,0.5
37566,9,1,Czech republic;Prague,18.5.2017,89,0.977,0.4
37567,4,6,Germany;Dresden,18.1.2017,69,0.966,0.35
37568,3,5,Germany;Berlin,23.7.2017,16,0.983,0.05
37569,7,1,Czech republic;Prague,10.12.2017,49,0.997,0.25
37570,6,5,Germany;Berlin,11.6.2017,136,0.979,0.5
37571,8,6,Germany;Dresden,27.6.2017,106,0.98,0.5
37572,1,4,Germany;Frankfurt,13.2.2017,185,0.965,0.6
37573,11,7,Germany;Frankfurt,12.5.2017,39,0.972,0.25
37574,7,6,Germany;Dresden,13.11.2017,36,0.995,0.25
37575,1,3,Czech republic;Brno,12.8.2017,41,0.983,0.25
37576,6,6,Germany;Dresden,19.1.2017,36,0.967,0.25
37577,10,2,Denmark;Copenhagen,25.3.2017,96,0.966,0.4
37578,6,6,Germany;Dresden,21.12.2017,41,0.998,0.25
37579,6,4,Germany;Frankfurt,14.6.2017,144,0.98,0.5
37580,3,3,Czech republic;Brno,5.1.2017,119,0.958,0.5
37581,3,2,Denmark;Copenhagen,10.5.2017,106,0.976,0.5
37582,10,4,Germany;Frankfurt,25.4.2017,61,0.975,0.35
37583,7,1,Czech republic;Prague,31.3.2017,34,0.971,0.25
37584,8,1,Czech republic;Prague,30.12.2017,25,0.999,0.25
37585,6,7,Germany;Frankfurt,13.2.2017,33,0.965,0.25
37586,4,5,Germany;Berlin,8.5.2017,176,0.972,0.6
37587,11,2,Denmark;Copenhagen,30.7.2017,96,0.984,0.4
37588,9,1,Czech republic;Prague,12.1.2017,62,0.962,0.35
37589,10,2,Denmark;Copenhagen,1.12.2017,117,0.995,0.5
37590,2,5,Germany;Berlin,18.1.2017,83,0.966,0.4
37591,2,5,Germany;Berlin,5.10.2017,28,0.989,0.25
37592,10,2,Denmark;Copenhagen,10.6.2017,48,0.981,0.25
37593,2,4,Germany;Frankfurt,8.2.2017,83,0.96,0.4
37594,10,4,Germany;Frankfurt,10.5.2017,47,0.976,0.25
37595,4,3,Czech republic;Brno,7.6.2017,138,0.977,0.5
37596,5,6,Germany;Dresden,17.2.2017,97,0.965,0.4
37597,10,2,Denmark;Copenhagen,11.9.2017,27,0.987,0.25
37598,8,6,Germany;Dresden,14.6.2017,31,0.98,0.25
37599,7,6,Germany;Dresden,18.4.2017,83,0.975,0.4
37600,10,1,Czech republic;Prague,23.12.2017,24,0.999,0.2
37601,11,2,Denmark;Copenhagen,20.5.2017,121,0.976,0.5
37602,8,3,Czech republic;Ostrava,1.6.2017,85,0.974,0.4
37603,8,1,Czech republic;Prague,1.10.2017,97,0.99,0.4
37604,1,3,Czech republic;Brno,14.11.2017,28,0.994,0.25
37605,5,2,Denmark;Copenhagen,17.3.2017,34,0.97,0.25
37606,3,2,Denmark;Copenhagen,16.8.2017,96,0.986,0.4
37607,7,3,Czech republic;Ostrava,13.4.2017,149,0.973,0.5
37608,10,6,Germany;Dresden,12.2.2017,59,0.962,0.35
37609,2,5,Germany;Berlin,3.4.2017,64,0.974,0.35
37610,5,7,Germany;Frankfurt,11.8.2017,35,0.986,0.25
37611,6,4,Germany;Frankfurt,20.8.2017,72,0.984,0.35
37612,9,2,Denmark;Copenhagen,18.9.2017,120,0.99,0.5
37613,9,1,Czech republic;Prague,24.4.2017,54,0.975,0.35
37614,9,5,Germany;Berlin,14.10.2017,33,0.991,0.25
37615,8,7,Germany;Frankfurt,4.8.2017,90,0.983,0.4
37616,11,7,Germany;Frankfurt,3.1.2017,58,0.966,0.35
37617,6,3,Czech republic;Brno,15.5.2017,77,0.971,0.4
37618,10,1,Czech republic;Prague,18.1.2017,88,0.966,0.4
37619,3,4,Germany;Frankfurt,20.5.2017,48,0.976,0.25
37620,5,6,Germany;Dresden,20.5.2017,199,0.976,0.6
37621,3,4,Germany;Frankfurt,15.4.2017,100,0.974,0.5
37622,10,6,Germany;Dresden,2.5.2017,133,0.969,0.5
37623,8,3,Czech republic;Ostrava,3.6.2017,100,0.977,0.5
37624,8,7,Germany;Frankfurt,23.7.2017,48,0.983,0.25
37625,2,7,Germany;Frankfurt,15.10.2017,10,0.992,0.05
37626,4,7,Germany;Frankfurt,6.6.2017,30,0.975,0.25
37627,9,3,Czech republic;Ostrava,21.7.2017,33,0.98,0.25
37628,3,7,Germany;Frankfurt,30.9.2017,40,0.988,0.25
37629,3,3,Czech republic;Brno,18.9.2017,86,0.99,0.4
37630,10,6,Germany;Dresden,25.4.2017,42,0.975,0.25
37631,3,3,Czech republic;Brno,22.7.2017,59,0.984,0.35
37632,5,7,Germany;Frankfurt,15.12.2017,117,0.998,0.5
37633,4,5,Germany;Berlin,28.10.2017,64,0.992,0.35
37634,7,5,Germany;Berlin,11.11.2017,35,0.993,0.25
37635,5,5,Germany;Berlin,6.7.2017,50,0.98,0.35
37636,1,2,Denmark;Copenhagen,19.5.2017,99,0.976,0.4
37637,2,3,Czech republic;Brno,22.4.2017,85,0.976,0.4
37638,9,7,Germany;Frankfurt,5.5.2017,27,0.974,0.25
37639,4,3,Czech republic;Brno,26.3.2017,36,0.973,0.25
37640,6,5,Germany;Berlin,7.6.2017,70,0.977,0.35
37641,3,1,Czech republic;Prague,15.9.2017,162,0.989,0.55
37642,11,2,Denmark;Copenhagen,27.6.2017,38,0.98,0.25
37643,4,1,Czech republic;Prague,6.10.2017,50,0.99,0.35
37644,6,7,Germany;Frankfurt,9.6.2017,47,0.981,0.25
37645,8,6,Germany;Dresden,20.5.2017,38,0.976,0.25
37646,4,2,Denmark;Copenhagen,14.9.2017,71,0.99,0.35
37647,6,4,Germany;Frankfurt,19.5.2017,31,0.976,0.25
37648,8,3,Czech republic;Ostrava,15.4.2017,95,0.974,0.4
37649,10,2,Denmark;Copenhagen,18.11.2017,78,0.994,0.4
37650,1,5,Germany;Berlin,7.7.2017,73,0.984,0.35
37651,4,7,Germany;Frankfurt,30.6.2017,163,0.978,0.55
37652,10,4,Germany;Frankfurt,15.7.2017,184,0.982,0.6
37653,6,7,Germany;Frankfurt,12.2.2017,106,0.962,0.5
37654,10,7,Germany;Frankfurt,4.8.2017,123,0.983,0.5
37655,11,1,Czech republic;Prague,2.6.2017,42,0.974,0.25
37656,3,1,Czech republic;Prague,5.10.2017,35,0.989,0.25
37657,9,6,Germany;Dresden,16.4.2017,25,0.97,0.25
37658,8,1,Czech republic;Prague,18.2.2017,43,0.969,0.25
37659,10,5,Germany;Berlin,12.8.2017,154,0.983,0.55
37660,8,4,Germany;Frankfurt,12.4.2017,29,0.971,0.25
37661,9,2,Denmark;Copenhagen,19.10.2017,80,0.992,0.4
37662,6,4,Germany;Frankfurt,19.7.2017,80,0.984,0.4
37663,4,3,Czech republic;Brno,14.12.2017,42,0.998,0.25
37664,4,2,Denmark;Copenhagen,9.10.2017,29,0.992,0.25
37665,11,7,Germany;Frankfurt,14.6.2017,194,0.98,0.6
37666,10,6,Germany;Dresden,7.12.2017,27,0.997,0.25
37667,9,2,Denmark;Copenhagen,17.1.2017,82,0.966,0.4
37668,3,2,Denmark;Copenhagen,11.11.2017,32,0.993,0.25
37669,7,1,Czech republic;Prague,5.3.2017,53,0.962,0.35
37670,10,3,Czech republic;Ostrava,21.4.2017,21,0.976,0.2
37671,11,5,Germany;Berlin,31.8.2017,27,0.985,0.25
37672,9,1,Czech republic;Prague,8.4.2017,60,0.974,0.35
37673,1,2,Denmark;Copenhagen,20.11.2017,121,0.995,0.5
37674,6,2,Denmark;Copenhagen,25.2.2017,56,0.964,0.35
37675,11,1,Czech republic;Prague,7.6.2017,62,0.977,0.35
37676,5,2,Denmark;Copenhagen,23.1.2017,51,0.96,0.35
37677,10,5,Germany;Berlin,21.1.2017,43,0.964,0.25
37678,6,3,Czech republic;Brno,5.9.2017,59,0.988,0.35
37679,11,3,Czech republic;Ostrava,23.10.2017,74,0.993,0.35
37680,9,6,Germany;Dresden,11.3.2017,50,0.968,0.35
37681,4,7,Germany;Frankfurt,12.9.2017,25,0.987,0.25
37682,6,5,Germany;Berlin,28.1.2017,46,0.967,0.25
37683,8,2,Denmark;Copenhagen,30.12.2017,161,0.999,0.55
37684,10,1,Czech republic;Prague,9.6.2017,83,0.981,0.4
37685,6,5,Germany;Berlin,20.12.2017,144,0.998,0.5
37686,8,7,Germany;Frankfurt,22.1.2017,72,0.967,0.35
37687,4,2,Denmark;Copenhagen,11.1.2017,107,0.967,0.5
37688,9,7,Germany;Frankfurt,27.7.2017,49,0.982,0.25
37689,2,5,Germany;Berlin,4.12.2017,47,0.997,0.25
37690,5,6,Germany;Dresden,4.7.2017,198,0.98,0.6
37691,1,7,Germany;Frankfurt,4.12.2017,126,0.997,0.5
37692,4,3,Czech republic;Brno,3.1.2017,157,0.966,0.55
37693,5,6,Germany;Dresden,31.10.2017,48,0.993,0.25
37694,9,6,Germany;Dresden,21.11.2017,56,0.995,0.35
37695,7,3,Czech republic;Ostrava,28.10.2017,6,0.992,0
37696,5,2,Denmark;Copenhagen,12.12.2017,37,0.998,0.25
37697,6,7,Germany;Frankfurt,17.1.2017,52,0.966,0.35
37698,6,7,Germany;Frankfurt,15.8.2017,85,0.984,0.4
37699,9,2,Denmark;Copenhagen,5.7.2017,35,0.984,0.25
37700,5,7,Germany;Frankfurt,28.9.2017,62,0.988,0.35
37701,3,2,Denmark;Copenhagen,19.4.2017,136,0.976,0.5
37702,3,7,Germany;Frankfurt,18.8.2017,68,0.985,0.35
37703,6,3,Czech republic;Brno,16.12.2017,94,0.998,0.4
37704,10,7,Germany;Frankfurt,13.9.2017,92,0.99,0.4
37705,6,3,Czech republic;Brno,19.10.2017,35,0.992,0.25
37706,5,3,Czech republic;Brno,2.11.2017,89,0.994,0.4
37707,6,7,Germany;Frankfurt,28.10.2017,41,0.992,0.25
37708,2,7,Germany;Frankfurt,17.2.2017,34,0.965,0.25
37709,10,6,Germany;Dresden,6.12.2017,49,0.997,0.25
37710,10,5,Germany;Berlin,30.3.2017,9,0.97,0
37711,4,4,Germany;Frankfurt,23.5.2017,45,0.977,0.25
37712,5,5,Germany;Berlin,15.7.2017,37,0.982,0.25
37713,4,1,Czech republic;Prague,3.11.2017,37,0.994,0.25
37714,2,1,Czech republic;Prague,20.8.2017,56,0.984,0.35
37715,6,3,Czech republic;Brno,26.6.2017,54,0.981,0.35
37716,2,7,Germany;Frankfurt,6.3.2017,35,0.963,0.25
37717,10,2,Denmark;Copenhagen,29.3.2017,74,0.97,0.35
37718,8,4,Germany;Frankfurt,26.1.2017,155,0.967,0.55
37719,9,1,Czech republic;Prague,3.6.2017,89,0.977,0.4
37720,9,3,Czech republic;Ostrava,28.6.2017,65,0.979,0.35
37721,10,2,Denmark;Copenhagen,22.4.2017,77,0.976,0.4
37722,10,2,Denmark;Copenhagen,24.6.2017,49,0.979,0.25
37723,3,6,Germany;Dresden,7.9.2017,105,0.986,0.5
37724,9,7,Germany;Frankfurt,9.5.2017,40,0.973,0.25
37725,6,6,Germany;Dresden,10.8.2017,69,0.986,0.35
37726,11,5,Germany;Berlin,6.2.2017,149,0.961,0.5
37727,3,1,Czech republic;Prague,14.3.2017,128,0.964,0.5
37728,5,1,Czech republic;Prague,5.7.2017,104,0.984,0.5
37729,2,2,Denmark;Copenhagen,4.2.2017,65,0.964,0.35
37730,2,3,Czech republic;Brno,21.10.2017,49,0.991,0.25
37731,3,6,Germany;Dresden,14.6.2017,101,0.98,0.5
37732,11,6,Germany;Dresden,13.2.2017,43,0.965,0.25
37733,9,3,Czech republic;Ostrava,5.10.2017,43,0.989,0.25
37734,3,5,Germany;Berlin,17.6.2017,84,0.981,0.4
37735,5,7,Germany;Frankfurt,7.5.2017,79,0.977,0.4
37736,2,4,Germany;Frankfurt,4.9.2017,69,0.989,0.35
37737,4,2,Denmark;Copenhagen,24.2.2017,161,0.971,0.55
37738,4,6,Germany;Dresden,21.5.2017,69,0.974,0.35
37739,11,5,Germany;Berlin,18.2.2017,46,0.969,0.25
37740,5,1,Czech republic;Prague,27.4.2017,144,0.976,0.5
37741,10,5,Germany;Berlin,19.11.2017,193,0.995,0.6
37742,4,3,Czech republic;Brno,5.5.2017,82,0.974,0.4
37743,3,5,Germany;Berlin,19.1.2017,65,0.967,0.35
37744,8,4,Germany;Frankfurt,13.2.2017,32,0.965,0.25
37745,7,3,Czech republic;Ostrava,31.12.2017,78,0.999,0.4
37746,4,4,Germany;Frankfurt,16.6.2017,156,0.982,0.55
37747,2,4,Germany;Frankfurt,5.11.2017,71,0.994,0.35
37748,2,1,Czech republic;Prague,9.11.2017,62,0.994,0.35
37749,9,5,Germany;Berlin,16.5.2017,35,0.973,0.25
